,ATM_ID,Date,Day_of_Week,Time_of_Day,Total_Withdrawals,Total_Deposits,Location_Type,Holiday_Flag,Special_Event_Flag,Previous_Day_Cash_Level,Weather_Condition,Nearby_Competitor_ATMs,Cash_Demand_Next_Day,Cash_Demand_Lag_2,Cash_Demand_Lag_7,Cash_Demand_MA_3,Cash_Demand_MA_7,Withdrawals_MA_7,Net_Cash_Flow,Withdrawal_to_Deposit_Ratio,Cash_Level_Change,Cash_Utilization_Rate
2049,ATM_0017,2022-03-06,Sunday,Evening,54203,14343,Gas Station,0,0,100462,Rainy,0,51098,20188.0,51471.0,37086.333333333336,43914.28571428572,52260.57142857143,-39860,3.778792526491913,-27185.0,0.5395373375007465
4602,ATM_0017,2022-03-12,Saturday,Night,70846,9208,Mall,0,0,90077,Cloudy,2,75727,39973.0,31160.0,55599.333333333336,50281.0,55544.71428571428,-61638,7.693126289499403,-10385.0,0.7865048791589417
4662,ATM_0017,2022-03-22,Tuesday,Evening,53734,10842,Mall,0,0,88623,Clear,4,45689,51098.0,48815.0,57504.666666666664,49834.42857142857,55923.42857142857,-42892,4.955639583141197,-1454.0,0.6063211581643592
4960,ATM_0017,2022-04-01,Friday,Afternoon,29821,18082,Bank Branch,0,1,64076,Snowy,2,30043,75727.0,65060.0,50486.333333333336,44832.0,48677.857142857145,-11739,1.6491179560913565,-24547.0,0.4654004619514327
4957,ATM_0017,2022-04-03,Sunday,Afternoon,70638,8127,Mall,0,0,90701,Clear,2,61197,45689.0,51106.0,45643.0,46273.57142857143,50550.0,-62511,8.690698818897637,26625.0,0.7788006747444901
2144,ATM_0017,2022-04-22,Friday,Morning,57962,4634,Gas Station,0,0,102311,Rainy,0,57263,30043.0,20188.0,49501.0,51570.0,54159.57142857143,-53328,12.505285868392665,11610.0,0.5665275483574591
48,ATM_0017,2022-04-29,Friday,Morning,38407,8815,Supermarket,0,0,90292,Snowy,4,31079,61197.0,39973.0,49846.333333333336,50299.42857142857,53658.71428571428,-29592,4.356510889292196,-12019.0,0.4253643733664112
4498,ATM_0017,2022-04-29,Friday,Night,41695,11566,Gas Station,0,0,95577,Cloudy,0,28090,57263.0,51098.0,38810.666666666664,47012.57142857143,51871.857142857145,-30129,3.604651162790698,5285.0,0.43624512173430846
3334,ATM_0017,2022-05-02,Monday,Night,60112,13581,Mall,0,0,74897,Clear,3,55314,31079.0,75727.0,38161.0,44096.42857142857,50338.42857142857,-46531,4.425857752908261,-20680.0,0.8025955645753502
636,ATM_0017,2022-05-14,Saturday,Afternoon,73671,14927,Supermarket,0,0,117383,Clear,2,72780,28090.0,45689.0,52061.333333333336,47966.57142857143,53186.57142857143,-58744,4.935088424437299,42486.0,0.6276121755279725
2944,ATM_0017,2022-05-14,Saturday,Night,60767,16754,Bank Branch,0,0,117672,Cloudy,4,52722,55314.0,30043.0,60272.0,51206.42857142857,57607.42857142857,-44013,3.6267979707549984,289.0,0.516410021075532
1680,ATM_0017,2022-05-22,Sunday,Evening,30716,1920,Standalone,0,0,107452,Rainy,0,29538,72780.0,61197.0,51680.0,46683.71428571428,51904.28571428572,-28796,15.989588755856325,-10220.0,0.285857871421658
932,ATM_0017,2022-05-29,Sunday,Night,67390,14865,Mall,0,0,84418,Cloudy,3,64248,52722.0,57263.0,48836.0,47681.57142857143,53251.142857142855,-52525,4.53316292210413,-23034.0,0.7982894643322515
1123,ATM_0017,2022-06-02,Thursday,Morning,54883,12590,Standalone,0,0,89415,Clear,0,57156,29538.0,31079.0,50314.0,51406.857142857145,55604.857142857145,-42293,4.358907155905012,4997.0,0.613800816417827
751,ATM_0017,2022-06-09,Thursday,Evening,44355,18478,Mall,0,0,137945,Rainy,2,36668,64248.0,28090.0,52690.666666666664,52632.28571428572,55984.857142857145,-25877,2.4002922236051734,48530.0,0.3215411939541121
2161,ATM_0017,2022-06-14,Tuesday,Evening,21332,7162,Mall,0,0,136030,Snowy,1,16199,57156.0,55314.0,36674.333333333336,47044.42857142857,50444.857142857145,-14170,2.9780818092977803,-1915.0,0.15681834889362642
2150,ATM_0017,2022-06-29,Wednesday,Evening,47895,8322,Gas Station,0,0,105119,Clear,3,43832,36668.0,72780.0,32233.0,42909.0,46762.57142857143,-39573,5.754535624173975,-30911.0,0.4556264804649968
61,ATM_0017,2022-07-02,Saturday,Evening,56931,10349,Mall,0,0,92293,Cloudy,2,58803,16199.0,52722.0,39611.333333333336,43777.71428571428,46214.57142857143,-46582,5.500579710144928,-12826.0,0.6168506820668956
945,ATM_0017,2022-07-02,Saturday,Night,65376,9763,Mall,0,0,68356,Rainy,4,54644,43832.0,29538.0,52426.333333333336,47364.28571428572,51166.0,-55613,6.695616550594019,-23937.0,0.9564047047808532
1578,ATM_0017,2022-07-08,Friday,Morning,55044,6314,Mall,0,0,121134,Cloudy,2,56917,58803.0,64248.0,56788.0,46317.0,49402.28571428572,-48730,8.716389548693586,52778.0,0.45440586457972165
2945,ATM_0017,2022-07-08,Friday,Morning,47592,8811,Bank Branch,0,0,90537,Rainy,1,42804,54644.0,57156.0,51455.0,44266.71428571428,48360.71428571428,-38781,5.400817067635043,-30597.0,0.5256635408727923
277,ATM_0017,2022-07-21,Thursday,Evening,47712,6070,Bank Branch,0,0,73375,Clear,4,33963,56917.0,36668.0,44561.333333333336,43880.28571428572,48840.28571428572,-41642,7.859001811892604,-17162.0,0.6502487223168654
2235,ATM_0017,2022-07-29,Friday,Afternoon,55873,11728,Standalone,0,0,98758,Cloudy,0,46761,42804.0,16199.0,41176.0,48246.28571428572,53774.71428571428,-44145,4.763662716344104,25383.0,0.565756698191539
242,ATM_0017,2022-08-09,Tuesday,Afternoon,66582,15935,Supermarket,0,1,112774,Cloudy,0,57599,33963.0,43832.0,46107.666666666664,50213.0,56444.28571428572,-50647,4.1780873493975905,14016.0,0.5904020430241013
2259,ATM_0017,2022-08-11,Thursday,Morning,51499,3852,Standalone,0,0,91761,Rainy,2,49508,46761.0,58803.0,51289.333333333336,48885.142857142855,55668.28571428572,-47647,13.36594861147158,-21013.0,0.5612297163282877
5209,ATM_0017,2022-08-11,Thursday,Night,63886,0,Gas Station,0,1,98714,Rainy,4,68694,57599.0,54644.0,58600.333333333336,50892.28571428572,55455.42857142857,-63886,63886.0,6953.0,0.6471827704277002
559,ATM_0017,2022-08-12,Friday,Night,28271,23103,Standalone,0,0,77760,Cloudy,4,10217,49508.0,56917.0,42806.333333333336,44220.857142857145,51630.71428571428,-5168,1.2236409279778393,-20954.0,0.3635673868312757
3685,ATM_0017,2022-09-08,Thursday,Morning,63479,10589,Mall,0,0,79200,Rainy,0,64496,68694.0,42804.0,47802.333333333336,47319.71428571428,53900.28571428572,-52890,5.99423984891407,1440.0,0.8015025252525253
2532,ATM_0017,2022-09-09,Friday,Night,72408,8346,Standalone,0,0,148523,Clear,2,74610,10217.0,33963.0,49774.333333333336,53126.42857142857,57428.28571428572,-64062,8.674733437163052,69323.0,0.48752045137790107
392,ATM_0017,2022-09-10,Saturday,Night,53197,6240,Supermarket,0,0,93618,Cloudy,0,47507,64496.0,46761.0,62204.333333333336,53233.0,57046.0,-46957,8.523794263739786,-54905.0,0.5682347411822513
1778,ATM_0017,2022-10-21,Friday,Evening,61355,8736,Standalone,0,0,35169,Cloudy,3,67041,74610.0,57599.0,63052.666666666664,54581.857142857145,56299.28571428572,-52619,7.022433329518141,-58449.0,1.7445761892575848
3938,ATM_0017,2022-10-22,Saturday,Night,32760,15157,Supermarket,0,0,106436,Cloudy,2,23413,47507.0,49508.0,45987.0,50854.0,53622.28571428572,-17603,2.1612349914236706,71267.0,0.3077905971663723
3224,ATM_0017,2022-10-24,Monday,Afternoon,50288,2413,Mall,0,0,113347,Cloudy,4,48010,67041.0,68694.0,46154.666666666664,47899.142857142855,51679.71428571428,-47875,20.831814415907207,6911.0,0.443664146382348
2914,ATM_0017,2022-11-03,Thursday,Afternoon,46626,6862,Supermarket,0,0,104348,Rainy,2,50497,23413.0,10217.0,40640.0,53653.42857142857,54301.857142857145,-39764,6.793821943756375,-8999.0,0.44683175528040786
1032,ATM_0017,2022-11-04,Friday,Night,38136,10170,Mall,0,0,72699,Snowy,3,33525,48010.0,64496.0,44010.666666666664,49229.0,50681.42857142857,-27966,3.749483826565726,-31649.0,0.5245739281145545
2432,ATM_0017,2022-11-04,Friday,Morning,61458,8048,Bank Branch,0,0,90675,Snowy,3,64051,50497.0,74610.0,49357.666666666664,47720.57142857143,49117.142857142855,-53410,7.635482668654491,17976.0,0.6777832919768404
1924,ATM_0017,2022-11-07,Monday,Afternoon,47742,6684,Mall,0,0,104157,Cloudy,1,41332,33525.0,47507.0,46302.666666666664,46838.42857142857,48337.857142857145,-41058,7.141660433807031,13482.0,0.4583657363403324
538,ATM_0017,2022-11-24,Thursday,Morning,38210,3094,Mall,0,0,106076,Cloudy,4,40352,64051.0,67041.0,48578.333333333336,43025.71428571428,45031.42857142857,-35116,12.345718901453958,1919.0,0.36021343187903015
2800,ATM_0017,2022-11-25,Friday,Morning,82358,10183,Gas Station,0,0,136285,Clear,1,71776,41332.0,23413.0,51153.333333333336,49934.71428571428,52116.857142857145,-72175,8.086999214454046,30209.0,0.6043071504567634
4781,ATM_0017,2022-11-29,Tuesday,Morning,20687,10736,Mall,0,1,117228,Clear,4,21043,40352.0,48010.0,44390.333333333336,46082.28571428572,47888.142857142855,-9951,1.926702058303064,-19057.0,0.17646807929846112
4923,ATM_0017,2022-12-05,Monday,Afternoon,58646,3079,Standalone,0,0,84004,Cloudy,1,67084,71776.0,50497.0,53301.0,48451.857142857145,49605.28571428572,-55567,19.04090909090909,-33224.0,0.6981334222179896
3581,ATM_0017,2022-12-09,Friday,Night,60661,14468,Mall,0,0,132403,Clear,5,47597,21043.0,33525.0,45241.333333333336,50462.142857142855,52823.142857142855,-46193,4.192480475499344,48399.0,0.4581542714288951
5191,ATM_0017,2022-12-11,Sunday,Evening,51480,7901,Bank Branch,0,0,86463,Rainy,4,46418,67084.0,64051.0,53699.666666666664,47943.142857142855,51397.71428571428,-43579,6.514806378132119,-45940.0,0.5953991880920162
359,ATM_0017,2023-01-04,Wednesday,Night,33987,10121,Gas Station,0,0,128244,Cloudy,2,33162,47597.0,41332.0,42392.333333333336,46776.0,49432.71428571428,-23866,3.35773562537048,41781.0,0.265018246467671
92,ATM_0017,2023-01-13,Friday,Afternoon,46265,14857,Supermarket,0,0,112907,Clear,1,41031,46418.0,40352.0,40203.666666666664,46873.0,50583.42857142857,-31408,3.1138107416879794,-15337.0,0.4097620165268761
4760,ATM_0017,2023-01-18,Wednesday,Evening,69352,16638,Standalone,0,0,96084,Clear,3,60312,33162.0,71776.0,44835.0,45235.28571428572,48725.42857142857,-52714,4.168038944648116,-16823.0,0.7217851047000541
678,ATM_0017,2023-01-21,Saturday,Afternoon,47085,6221,Supermarket,0,0,120974,Snowy,3,36900,41031.0,21043.0,46081.0,47500.57142857143,52496.57142857143,-40864,7.567502410800386,24890.0,0.38921586456593976
4146,ATM_0017,2023-01-30,Monday,Morning,41759,6302,Bank Branch,0,0,86400,Snowy,3,43982,60312.0,67084.0,47064.666666666664,44200.28571428572,50084.142857142855,-35457,6.6252578137394895,-34574.0,0.48332175925925924
2255,ATM_0017,2023-02-07,Tuesday,Morning,76472,6128,Standalone,0,0,95526,Cloudy,4,59321,36900.0,47597.0,46734.333333333336,45875.142857142855,52342.857142857145,-70344,12.477076195137869,9126.0,0.8005359797332663
2795,ATM_0017,2023-02-09,Thursday,Night,58213,17157,Bank Branch,0,1,85544,Cloudy,4,61199,43982.0,46418.0,54834.0,47986.71428571428,53304.71428571428,-41056,3.3927613941018766,-9982.0,0.6805036004862994
1981,ATM_0017,2023-02-21,Tuesday,Evening,28666,13027,Gas Station,0,0,101288,Snowy,4,13769,59321.0,33162.0,44763.0,45216.28571428572,52544.57142857143,-15639,2.2003377341111454,15744.0,0.2830147697654214
564,ATM_0017,2023-03-05,Sunday,Night,40899,11056,Gas Station,0,0,124001,Rainy,2,28770,61199.0,41031.0,34579.333333333336,43464.71428571428,51778.0,-29843,3.698923758704893,22713.0,0.3298279852581834
2851,ATM_0017,2023-03-14,Tuesday,Morning,58020,7458,Supermarket,0,0,85044,Snowy,5,42334,13769.0,60312.0,28291.0,40896.42857142857,50159.142857142855,-50562,7.778522590159539,-38957.0,0.682235078312403
4888,ATM_0017,2023-03-17,Friday,Morning,50899,8697,Gas Station,0,0,115660,Snowy,4,47703,28770.0,36900.0,39602.333333333336,42439.71428571428,50704.0,-42202,5.851805012646586,30616.0,0.44007435587065535
4274,ATM_0017,2023-04-04,Tuesday,Morning,62732,11981,Standalone,0,0,114962,Snowy,3,59120,42334.0,43982.0,49719.0,44602.28571428572,53700.142857142855,-50751,5.235519946586546,-698.0,0.5456759624919538
4324,ATM_0017,2023-04-12,Wednesday,Evening,64380,10767,Standalone,0,0,76517,Clear,1,56750,47703.0,59321.0,54524.333333333336,44235.0,51972.71428571428,-53613,5.978826151560178,-38445.0,0.8413816537501471
153,ATM_0017,2023-04-16,Sunday,Evening,28873,3597,Mall,0,0,135095,Cloudy,2,26891,59120.0,61199.0,47587.0,39333.857142857145,47781.28571428572,-25276,8.02473596442468,58578.0,0.21372367593175173
2745,ATM_0017,2023-04-18,Tuesday,Night,57580,5885,Mall,0,0,159390,Clear,0,49785,56750.0,13769.0,44475.333333333336,44479.0,51911.857142857145,-51695,9.782534828406389,24295.0,0.3612522742957526
4065,ATM_0017,2023-04-25,Tuesday,Evening,54252,9057,Supermarket,0,0,71422,Rainy,1,45207,26891.0,28770.0,40627.666666666664,46827.142857142855,53819.42857142857,-45195,5.989401633914771,-87968.0,0.7595978830052365
586,ATM_0017,2023-05-01,Monday,Afternoon,59331,16644,Bank Branch,0,0,107736,Clear,2,47315,49785.0,42334.0,47435.666666666664,47538.71428571428,54006.71428571428,-42687,3.564493841994593,36314.0,0.5507072844731566
163,ATM_0017,2023-05-09,Tuesday,Evening,65804,12466,Standalone,0,0,103696,Cloudy,0,64352,45207.0,47703.0,52291.333333333336,49917.142857142855,56136.0,-53338,5.278254592123205,-4040.0,0.6345857120814689
1717,ATM_0017,2023-05-18,Thursday,Night,48933,13864,Standalone,0,0,115663,Rainy,3,44504,47315.0,59120.0,52057.0,47829.142857142855,54164.71428571428,-35069,3.5292463036422648,11967.0,0.4230652844902864
1761,ATM_0017,2023-05-22,Monday,Afternoon,52497,0,Bank Branch,0,0,86420,Rainy,4,48510,64352.0,56750.0,52455.333333333336,46652.0,52467.142857142855,-52497,52497.0,-29243.0,0.6074635501041425
4298,ATM_0017,2023-05-23,Tuesday,Evening,57174,10168,Supermarket,0,0,107672,Snowy,5,36816,44504.0,26891.0,43276.666666666664,48069.857142857145,56510.142857142855,-47006,5.6223817484511756,21252.0,0.531001560294227
5313,ATM_0017,2023-05-29,Monday,Night,59058,3210,Gas Station,0,0,112442,Snowy,0,48124,48510.0,49785.0,44483.333333333336,47832.57142857143,56721.28571428572,-55848,18.39240112114606,4770.0,0.5252307856494904
3118,ATM_0017,2023-06-04,Sunday,Afternoon,50407,6893,Bank Branch,0,0,92589,Rainy,3,42272,36816.0,45207.0,42404.0,47413.28571428572,56172.0,-43514,7.311720336524514,-19853.0,0.5444167233688667
165,ATM_0017,2023-07-04,Tuesday,Morning,48559,9825,Gas Station,0,0,135416,Snowy,4,45169,48124.0,47315.0,45188.333333333336,47106.71428571428,54633.142857142855,-38734,4.941888866273153,42827.0,0.3585913038341112
669,ATM_0017,2023-07-11,Tuesday,Night,75537,6334,Bank Branch,0,0,136361,Rainy,4,76753,42272.0,64352.0,54731.333333333336,48878.28571428572,56023.57142857143,-69203,11.923756906077347,945.0,0.5539487096750537
1741,ATM_0017,2023-07-11,Tuesday,Afternoon,65463,9432,Gas Station,0,0,98882,Snowy,1,66520,45169.0,44504.0,62814.0,52023.42857142857,58385.0,-56031,6.939785858157532,-37479.0,0.6620315123075989
2297,ATM_0017,2023-07-11,Tuesday,Morning,70454,10187,Mall,0,0,96959,Clear,3,61285,76753.0,48510.0,68186.0,53848.42857142857,60950.28571428572,-60267,6.915390655673341,-1923.0,0.7266370321476088
3611,ATM_0017,2023-07-27,Thursday,Night,69229,4120,Bank Branch,0,1,96988,Clear,5,82483,66520.0,36816.0,70096.0,60372.28571428572,62672.42857142857,-65109,16.79907789371512,29.0,0.7137893347630635
1257,ATM_0017,2023-08-07,Monday,Afternoon,35353,9773,Supermarket,0,0,75337,Snowy,1,25420,61285.0,48124.0,56396.0,57128.857142857145,59286.0,-25580,3.6170452220175977,-21651.0,0.46926477029879077
2621,ATM_0017,2023-08-30,Wednesday,Morning,57369,2981,Bank Branch,0,0,118985,Snowy,0,47675,82483.0,42272.0,51859.333333333336,57900.71428571428,60280.57142857143,-54388,19.238430583501007,43648.0,0.48215321258982224
4809,ATM_0017,2023-09-01,Friday,Morning,35605,18171,Bank Branch,0,0,94016,Rainy,1,13346,25420.0,45169.0,28813.666666666668,53354.57142857143,58430.0,-17434,1.9593330398415145,-24969.0,0.37871213410483323
2140,ATM_0017,2023-09-07,Thursday,Morning,43535,8806,Gas Station,0,0,105368,Cloudy,1,33966,47675.0,76753.0,31662.333333333332,47242.142857142855,53858.28571428572,-34729,4.943226978539798,11352.0,0.4131709817022246
5578,ATM_0017,2023-09-08,Friday,Morning,53684,12752,Bank Branch,0,0,113537,Clear,2,45112,13346.0,66520.0,30808.0,44183.857142857145,52175.57142857143,-40932,4.209519328785384,8169.0,0.4728326448646697
5368,ATM_0017,2023-09-09,Saturday,Evening,39472,10967,Bank Branch,0,1,122101,Rainy,1,35668,33966.0,61285.0,38248.666666666664,40524.28571428572,47749.57142857143,-28505,3.598832968636032,8564.0,0.32327335566457277
3564,ATM_0017,2023-09-14,Thursday,Afternoon,50569,10720,Standalone,0,0,93086,Snowy,5,38469,45112.0,82483.0,39749.666666666664,34236.57142857143,45083.857142857145,-39849,4.716817461057738,-29015.0,0.5432503276539974
3601,ATM_0017,2023-09-15,Friday,Afternoon,77259,4978,Mall,0,0,91822,Rainy,4,60050,35668.0,25420.0,44729.0,39183.71428571428,51070.42857142857,-72281,15.516971279373369,-1264.0,0.8413996645684041
2790,ATM_0017,2023-09-19,Tuesday,Night,35559,6831,Mall,0,0,54865,Snowy,1,28283,38469.0,47675.0,42267.333333333336,36413.42857142857,47954.71428571428,-28728,5.204771662763466,-36957.0,0.6481181080834776
4672,ATM_0017,2023-09-26,Tuesday,Night,62158,19896,Mall,0,0,143815,Rainy,1,53032,60050.0,13346.0,47121.666666666664,42082.857142857145,51748.0,-42262,3.1239885409860784,88950.0,0.43220804505788685
5289,ATM_0017,2023-09-28,Thursday,Afternoon,71146,14638,Gas Station,0,0,102359,Clear,4,73561,28283.0,33966.0,51625.333333333336,47739.28571428572,55692.42857142857,-56508,4.860031422911401,-41456.0,0.6950634531404175
3142,ATM_0017,2023-10-01,Sunday,Morning,64559,3633,Supermarket,0,0,102726,Rainy,1,52542,53032.0,45112.0,59711.666666666664,48800.71428571428,57246.0,-60926,17.7652724270776,367.0,0.6284582286860191
5227,ATM_0017,2023-10-03,Tuesday,Morning,66333,11459,Mall,0,0,98884,Snowy,4,51766,73561.0,35668.0,59289.666666666664,51100.42857142857,61083.28571428572,-54874,5.788219895287958,-3842.0,0.6708163100198212
3492,ATM_0017,2023-10-06,Friday,Evening,36315,7687,Supermarket,0,0,106857,Rainy,5,37310,52542.0,38469.0,47206.0,50934.857142857145,59047.0,-28628,4.7235952133194585,7973.0,0.33984671102501474
4189,ATM_0017,2023-10-21,Saturday,Evening,36437,9374,Standalone,0,0,141423,Snowy,3,29472,51766.0,60050.0,39516.0,46566.57142857143,53215.28571428572,-27063,3.8866133333333335,34566.0,0.257645503206692
1303,ATM_0017,2023-10-23,Monday,Morning,62872,7771,Standalone,0,1,141076,Snowy,4,67523,37310.0,28283.0,44768.333333333336,52172.28571428572,57117.142857142855,-55101,8.08955223880597,-347.0,0.44566049505231226
3425,ATM_0017,2023-10-30,Monday,Night,34729,5256,Supermarket,0,1,101462,Rainy,3,41061,29472.0,53032.0,46018.666666666664,50462.142857142855,53198.71428571428,-29473,6.606239299980977,-39614.0,0.34228578186907416
1826,ATM_0017,2023-11-03,Friday,Night,70285,0,Gas Station,0,0,141041,Clear,1,69455,67523.0,73561.0,59346.333333333336,49875.57142857143,53075.71428571428,-70285,70285.0,39579.0,0.49833027275756697
5479,ATM_0017,2023-11-12,Sunday,Morning,56614,4023,Supermarket,0,0,90798,Snowy,2,52361,41061.0,52542.0,54292.333333333336,49849.71428571428,51940.71428571428,-52591,14.069085487077535,-50243.0,0.6235159364743716
3748,ATM_0017,2023-11-25,Saturday,Morning,60987,7446,Standalone,0,0,101759,Clear,1,42387,69455.0,51766.0,54734.333333333336,48509.857142857145,51177.0,-53541,8.189472270713038,10961.0,0.599327823583172
3350,ATM_0017,2023-12-07,Thursday,Evening,38462,5329,Bank Branch,0,0,67739,Snowy,5,39833,52361.0,37310.0,44860.333333333336,48870.28571428572,51483.71428571428,-33133,7.216135084427767,-34020.0,0.5677969854884188
4996,ATM_0017,2023-12-13,Wednesday,Afternoon,60342,18180,Gas Station,0,0,153226,Snowy,4,49891,42387.0,29472.0,44037.0,51787.28571428572,54898.71428571428,-42162,3.3189593531708925,85487.0,0.3938104499236422
2095,ATM_0017,2023-12-25,Monday,Evening,28899,6944,Standalone,1,0,95185,Snowy,1,30066,39833.0,67523.0,39930.0,46436.28571428572,50045.42857142857,-21955,4.161123110151188,-58041.0,0.3036087618847507
4081,ATM_0017,2023-12-25,Monday,Afternoon,40000,6621,Gas Station,1,0,113881,Clear,1,38214,49891.0,41061.0,39390.333333333336,46029.57142857143,50798.42857142857,-33379,6.040471156750226,18696.0,0.35124384225639044
2263,ATM_0018,2022-01-01,Saturday,Evening,50215,7892,Gas Station,1,0,120901,Rainy,0,40441,,,,,,-42323,6.361966299252503,7020.0,0.415339823491948
2272,ATM_0018,2022-01-25,Tuesday,Evening,57301,10986,Bank Branch,1,0,115470,Cloudy,0,62411,,,,,,-46315,5.215345408209703,-5431.0,0.49624144799515024
1651,ATM_0018,2022-01-30,Sunday,Night,62269,11981,Supermarket,0,0,103394,Snowy,0,60674,40441.0,,54508.666666666664,,,-50288,5.196878651310299,-12076.0,0.6022496469814496
5265,ATM_0018,2022-01-30,Sunday,Night,73946,7341,Bank Branch,0,0,108347,Clear,2,56613,62411.0,,59899.333333333336,,,-66605,10.071642604195043,4953.0,0.6824923625019613
4237,ATM_0018,2022-02-02,Wednesday,Afternoon,48948,18730,Mall,0,0,73046,Rainy,2,40019,60674.0,,52435.333333333336,,,-30218,2.6132080508248356,-35301.0,0.6700982942255564
2056,ATM_0018,2022-02-20,Sunday,Night,40613,11149,Standalone,0,0,115555,Cloudy,3,30331,56613.0,,42321.0,,,-29464,3.642421524663677,42509.0,0.351460343559344
4469,ATM_0018,2022-03-03,Thursday,Morning,85082,14174,Mall,0,0,96743,Rainy,4,68257,40019.0,,46202.333333333336,51249.42857142857,59767.71428571428,-70908,6.002257495590829,-18812.0,0.8794641472768056
